date,game,minimum,decision,confidence,actual_total,went_over,result,reasoning,month
2024-10-22,New York Knicks @ Boston Celtics,217.0,NO,61,241,True,SKIPPED,Elite offense (119.5) | Average pace (96.2) | Both teams neutral form | Moderate buffer (15.1) | Both teams rested (99+ days),2024-10
2024-12-01,Orlando Magic @ Brooklyn Nets,195.5,NO,35,192,False,SKIPPED,Weak offense (109.0) | Average pace (96.2) | Brooklyn Nets hot (HOT) | Moderate buffer (15.0) | Both teams rested (2+ days),2024-12
2024-12-01,Oklahoma City Thunder @ Houston Rockets,220.0,NO,67,235,True,SKIPPED,Elite offense (117.8) | Above average pace (99.3) | Houston Rockets hot (WARM) | Tight buffer (14.8) | Both teams rested (2+ days),2024-12
2024-12-02,New Orleans Pelicans @ Atlanta Hawks,213.0,NO,45,236,True,SKIPPED,Above-avg offense (112.5) | Fast pace (100.8) | New Orleans Pelicans cold (scoring slump) | Moderate buffer (15.0) | New Orleans Pelicans on back-to-back,2024-12
2024-12-02,Miami Heat @ Boston Celtics,212.0,NO,42,197,False,SKIPPED,Elite offense (117.0) | Slow pace (96.0) - risky | Boston Celtics hot (HOT) | Tight buffer (14.9) | Both teams on back-to-back (fatigued),2024-12
2024-12-02,Brooklyn Nets @ Chicago Bulls,208.0,NO,32,230,True,SKIPPED,Weak offense (111.3) | Above average pace (99.6) | Brooklyn Nets hot (HOT) | Tight buffer (14.9) | Brooklyn Nets on back-to-back,2024-12
2024-12-02,Los Angeles Lakers @ Minnesota Timberwolves,212.5,NO,48,189,False,SKIPPED,Elite offense (116.2) | Average pace (97.4) | Minnesota Timberwolves cold (scoring slump) | Moderate buffer (15.2) | Los Angeles Lakers on back-to-back,2024-12
2024-12-03,Philadelphia 76ers @ Charlotte Hornets,199.5,NO,35,214,True,SKIPPED,Weak offense (109.6) | Average pace (97.5) | Charlotte Hornets hot (WARM) | Moderate buffer (15.2) | Both teams rested (3+ days),2024-12
2024-12-03,Milwaukee Bucks @ Detroit Pistons,216.0,NO,58,235,True,SKIPPED,Strong offense (115.5) | Above average pace (99.5) | Both teams neutral form | Moderate buffer (15.0) | Both teams rested (3+ days),2024-12
2024-12-03,Orlando Magic @ New York Knicks,206.0,NO,45,227,True,SKIPPED,Above-avg offense (114.0) | Average pace (96.4) | New York Knicks hot (WARM) | Moderate buffer (15.2) | Both teams rested (2+ days),2024-12
2024-12-03,Indiana Pacers @ Toronto Raptors,213.5,NO,43,233,True,SKIPPED,Above-avg offense (113.5) | Above average pace (99.8) | Both teams neutral form | Tight buffer (14.8) | Both teams rested (2+ days),2024-12
2024-12-03,Utah Jazz @ Oklahoma City Thunder,217.5,NO,55,239,True,SKIPPED,Strong offense (115.8) | Fast pace (100.0) | Oklahoma City Thunder cold (scoring slump) | Tight buffer (14.9) | Both teams rested (2+ days),2024-12
2024-12-03,Memphis Grizzlies @ Dallas Mavericks,221.0,NO,77,237,True,SKIPPED,Elite offense (116.2) | Fast pace (101.2) | Dallas Mavericks hot (HOT) | Tight buffer (14.9) | Both teams rested (2+ days),2024-12
2024-12-03,San Antonio Spurs @ Phoenix Suns,212.5,NO,62,197,False,SKIPPED,Strong offense (115.3) | Above average pace (98.2) | Phoenix Suns hot (WARM) | Moderate buffer (15.0) | Both teams rested (2+ days),2024-12
2024-12-03,Golden State Warriors @ Denver Nuggets,219.5,NO,72,234,True,SKIPPED,Elite offense (117.5) | Above average pace (99.2) | Golden State Warriors hot (WARM) | Moderate buffer (15.1) | Both teams rested (3+ days),2024-12
2024-12-03,Washington Wizards @ Cleveland Cavaliers,215.0,NO,75,205,False,SKIPPED,Strong offense (114.2) | Fast pace (100.3) | Both teams hot (WARM/HOT) | Tight buffer (14.9) | Both teams rested (3+ days),2024-12
2024-12-03,Portland Trail Blazers @ Los Angeles Clippers,209.0,NO,43,232,True,SKIPPED,Above-avg offense (113.4) | Above average pace (98.2) | Both teams neutral form | Tight buffer (14.8) | Both teams rested (2+ days),2024-12
2024-12-03,Houston Rockets @ Sacramento Kings,215.0,NO,72,231,True,SKIPPED,Elite offense (116.0) | Above average pace (98.4) | Houston Rockets hot (WARM) | Moderate buffer (15.0) | Both teams rested (2+ days),2024-12
2024-12-04,Minnesota Timberwolves @ Los Angeles Clippers,212.0,NO,38,188,False,SKIPPED,Strong offense (115.8) | Average pace (97.4) | Minnesota Timberwolves cold (scoring slump) | Moderate buffer (15.2) | Los Angeles Clippers on back-to-back,2024-12
2024-12-04,Atlanta Hawks @ Milwaukee Bucks,218.5,NO,63,223,True,SKIPPED,Strong offense (115.2) | Fast pace (100.9) | Both teams neutral form | Moderate buffer (15.2) | Milwaukee Bucks on back-to-back,2024-12
2024-12-04,Orlando Magic @ Philadelphia 76ers,200.0,NO,21,208,True,SKIPPED,Weak offense (110.7) | Average pace (96.8) | Both teams neutral form | Moderate buffer (15.0) | Both teams on back-to-back (fatigued),2024-12
2024-12-04,Los Angeles Lakers @ Miami Heat,209.0,NO,51,227,True,SKIPPED,Strong offense (114.7) | Average pace (96.9) | Both teams neutral form | Moderate buffer (15.0) | Both teams rested (2+ days),2024-12
2024-12-04,Detroit Pistons @ Boston Celtics,217.0,NO,55,250,True,SKIPPED,Elite offense (117.8) | Average pace (97.8) | Boston Celtics hot (HOT) | Tight buffer (14.8) | Detroit Pistons on back-to-back,2024-12
2024-12-04,Indiana Pacers @ Brooklyn Nets,207.5,NO,47,189,False,SKIPPED,Above-avg offense (112.5) | Above average pace (98.2) | Brooklyn Nets hot (HOT) | Moderate buffer (15.0) | Indiana Pacers on back-to-back,2024-12
2024-12-05,Phoenix Suns @ New Orleans Pelicans,208.5,NO,47,250,True,SKIPPED,Above-avg offense (113.3) | Above average pace (98.1) | Phoenix Suns hot (WARM) | Tight buffer (14.9) | Both teams rested (2+ days),2024-12
2024-12-05,Chicago Bulls @ San Antonio Spurs,216.5,NO,60,263,True,SKIPPED,Strong offense (114.2) | Fast pace (101.0) | Chicago Bulls cold (scoring slump) | Moderate buffer (15.2) | Both teams rested (3+ days),2024-12
2024-12-05,Houston Rockets @ Golden State Warriors,213.0,NO,70,192,False,SKIPPED,Strong offense (115.2) | Above average pace (98.7) | Both teams hot (WARM/WARM) | Moderate buffer (15.1) | Both teams rested (2+ days),2024-12
2024-12-05,Sacramento Kings @ Memphis Grizzlies,222.5,NO,73,225,True,SKIPPED,Elite offense (117.2) | Fast pace (100.8) | Both teams neutral form | Tight buffer (14.9) | Both teams rested (2+ days),2024-12
2024-12-05,Oklahoma City Thunder @ Toronto Raptors,216.5,NO,45,221,True,SKIPPED,Strong offense (115.4) | Above average pace (99.8) | Oklahoma City Thunder cold (scoring slump) | Tight buffer (14.9) | Both teams rested (2+ days),2024-12
2024-12-05,Charlotte Hornets @ New York Knicks,206.0,NO,48,226,True,SKIPPED,Above-avg offense (112.9) | Average pace (97.2) | Both teams hot (WARM/WARM) | Tight buffer (14.9) | Both teams rested (2+ days),2024-12
2024-12-05,Dallas Mavericks @ Washington Wizards,207.0,NO,52,238,True,SKIPPED,Weak offense (110.8) | Fast pace (100.1) | Dallas Mavericks hot (HOT) | Moderate buffer (15.2) | Both teams rested (2+ days),2024-12
2024-12-05,Denver Nuggets @ Cleveland Cavaliers,227.5,NO,72,240,True,SKIPPED,Elite offense (120.8) | Above average pace (99.8) | Cleveland Cavaliers hot (HOT) | Moderate buffer (15.2) | Both teams rested (2+ days),2024-12
2024-12-06,Los Angeles Lakers @ Atlanta Hawks,216.5,NO,68,266,True,SKIPPED,Strong offense (115.2) | Fast pace (100.1) | Both teams neutral form | Moderate buffer (15.1) | Both teams rested (2+ days),2024-12
2024-12-06,Milwaukee Bucks @ Boston Celtics,217.0,NO,60,216,False,SKIPPED,Elite offense (118.2) | Average pace (97.5) | Boston Celtics hot (HOT) | Tight buffer (14.8) | Both teams rested (2+ days),2024-12
2024-12-06,Indiana Pacers @ Chicago Bulls,220.0,NO,55,255,True,SKIPPED,Strong offense (115.3) | Fast pace (101.3) | Chicago Bulls cold (scoring slump) | Moderate buffer (15.2) | Chicago Bulls on back-to-back,2024-12
2024-12-06,Sacramento Kings @ San Antonio Spurs,214.5,NO,48,253,True,SKIPPED,Strong offense (115.6) | Above average pace (98.8) | Both teams neutral form | Moderate buffer (15.1) | Both teams on back-to-back (fatigued),2024-12
2024-12-06,Minnesota Timberwolves @ Golden State Warriors,213.0,NO,57,197,False,SKIPPED,Strong offense (115.8) | Above average pace (98.0) | Golden State Warriors hot (WARM) | Moderate buffer (15.1) | Golden State Warriors on back-to-back,2024-12
2024-12-06,Utah Jazz @ Portland Trail Blazers,208.0,NO,33,240,True,SKIPPED,Weak offense (111.5) | Above average pace (99.4) | Both teams neutral form | Tight buffer (14.8) | Both teams rested (3+ days),2024-12
2024-12-06,Orlando Magic @ Philadelphia 76ers,200.0,NO,31,196,False,SKIPPED,Weak offense (110.7) | Average pace (96.8) | Both teams neutral form | Moderate buffer (15.0) | Both teams rested (2+ days),2024-12
2024-12-07,Dallas Mavericks @ Toronto Raptors,210.0,NO,52,243,True,SKIPPED,Above-avg offense (112.7) | Above average pace (99.5) | Dallas Mavericks hot (HOT) | Moderate buffer (15.1) | Both teams rested (2+ days),2024-12
2024-12-07,Memphis Grizzlies @ Boston Celtics,223.0,NO,67,248,True,SKIPPED,Elite offense (119.2) | Above average pace (99.5) | Boston Celtics hot (HOT) | Moderate buffer (15.0) | Boston Celtics on back-to-back,2024-12
2024-12-07,Phoenix Suns @ Miami Heat,209.0,NO,55,232,True,SKIPPED,Strong offense (114.8) | Average pace (96.7) | Phoenix Suns hot (WARM) | Moderate buffer (15.2) | Both teams rested (2+ days),2024-12
2024-12-07,Denver Nuggets @ Washington Wizards,214.0,NO,53,235,True,SKIPPED,Above-avg offense (113.3) | Fast pace (100.3) | Both teams neutral form | Tight buffer (14.8) | Both teams rested (2+ days),2024-12
2024-12-07,Oklahoma City Thunder @ New Orleans Pelicans,215.5,NO,45,228,True,SKIPPED,Strong offense (115.3) | Above average pace (99.5) | Oklahoma City Thunder cold (scoring slump) | Tight buffer (14.8) | Both teams rested (2+ days),2024-12
2024-12-07,Cleveland Cavaliers @ Charlotte Hornets,212.0,NO,70,218,True,SKIPPED,Strong offense (114.5) | Above average pace (98.7) | Both teams hot (HOT/WARM) | Moderate buffer (15.0) | Both teams rested (2+ days),2024-12
2024-12-07,Detroit Pistons @ New York Knicks,216.5,NO,67,231,True,SKIPPED,Elite offense (116.8) | Above average pace (98.2) | New York Knicks hot (WARM) | Tight buffer (14.8) | Both teams rested (3+ days),2024-12
2024-12-08,Denver Nuggets @ Atlanta Hawks,224.0,NO,73,252,True,SKIPPED,Elite offense (117.2) | Fast pace (101.2) | Both teams neutral form | Moderate buffer (15.0) | Denver Nuggets on back-to-back,2024-12
2024-12-08,Utah Jazz @ Sacramento Kings,212.5,NO,48,238,True,SKIPPED,Above-avg offense (114.0) | Above average pace (99.1) | Both teams neutral form | Moderate buffer (15.1) | Both teams rested (2+ days),2024-12
2024-12-08,Houston Rockets @ Los Angeles Clippers,212.0,NO,62,223,True,SKIPPED,Strong offense (115.2) | Above average pace (98.0) | Houston Rockets hot (WARM) | Moderate buffer (15.2) | Both teams rested (3+ days),2024-12
2024-12-08,Cleveland Cavaliers @ Miami Heat,217.5,NO,62,235,True,SKIPPED,Elite offense (117.6) | Above average pace (98.0) | Cleveland Cavaliers hot (HOT) | Moderate buffer (15.0) | Both teams on back-to-back (fatigued),2024-12
2024-12-08,New Orleans Pelicans @ San Antonio Spurs,208.5,NO,35,237,True,SKIPPED,Above-avg offense (112.4) | Above average pace (99.2) | New Orleans Pelicans cold (scoring slump) | Moderate buffer (15.2) | New Orleans Pelicans on back-to-back,2024-12
2024-12-08,Minnesota Timberwolves @ Golden State Warriors,213.0,NO,62,220,True,SKIPPED,Strong offense (115.8) | Above average pace (98.0) | Golden State Warriors hot (WARM) | Moderate buffer (15.1) | Both teams rested (2+ days),2024-12
2024-12-08,Portland Trail Blazers @ Los Angeles Lakers,209.5,NO,43,205,False,SKIPPED,Above-avg offense (113.8) | Above average pace (98.2) | Both teams neutral form | Tight buffer (14.8) | Both teams rested (2+ days),2024-12
2024-12-08,Phoenix Suns @ Orlando Magic,204.0,NO,40,225,True,SKIPPED,Above-avg offense (112.8) | Average pace (96.6) | Phoenix Suns hot (WARM) | Moderate buffer (15.0) | Phoenix Suns on back-to-back,2024-12
2024-12-08,Philadelphia 76ers @ Chicago Bulls,212.5,NO,45,208,False,SKIPPED,Above-avg offense (113.0) | Fast pace (100.1) | Chicago Bulls cold (scoring slump) | Tight buffer (14.9) | Both teams rested (2+ days),2024-12
2024-12-08,Milwaukee Bucks @ Brooklyn Nets,205.5,NO,45,231,True,SKIPPED,Above-avg offense (112.2) | Average pace (97.8) | Brooklyn Nets hot (HOT) | Moderate buffer (15.1) | Both teams rested (2+ days),2024-12
2024-12-08,Memphis Grizzlies @ Washington Wizards,214.5,NO,48,252,True,SKIPPED,Above-avg offense (112.2) | Fast pace (102.1) | Both teams neutral form | Moderate buffer (15.2) | Both teams on back-to-back (fatigued),2024-12
2024-12-08,Charlotte Hornets @ Indiana Pacers,207.5,NO,37,222,True,SKIPPED,Weak offense (111.9) | Above average pace (98.8) | Charlotte Hornets hot (WARM) | Moderate buffer (15.0) | Charlotte Hornets on back-to-back,2024-12
2024-12-09,New York Knicks @ Toronto Raptors,211.5,NO,62,221,True,SKIPPED,Strong offense (114.5) | Above average pace (98.2) | New York Knicks hot (WARM) | Moderate buffer (15.2) | Both teams rested (2+ days),2024-12
2024-12-10,Dallas Mavericks @ Oklahoma City Thunder,219.5,NO,72,222,True,SKIPPED,Elite offense (117.5) | Above average pace (99.6) | Dallas Mavericks hot (HOT) | Moderate buffer (15.2) | Both teams rested (3+ days),2024-12
2024-12-10,Orlando Magic @ Milwaukee Bucks,206.0,NO,36,223,True,SKIPPED,Above-avg offense (112.7) | Average pace (97.7) | Both teams neutral form | Tight buffer (14.9) | Both teams rested (2+ days),2024-12
2024-12-11,Golden State Warriors @ Houston Rockets,213.0,NO,70,181,False,SKIPPED,Strong offense (115.2) | Above average pace (98.7) | Both teams hot (WARM/WARM) | Moderate buffer (15.1) | Both teams rested (3+ days),2024-12
2024-12-11,Atlanta Hawks @ New York Knicks,219.0,NO,72,208,False,SKIPPED,Elite offense (116.5) | Above average pace (99.7) | New York Knicks hot (WARM) | Moderate buffer (15.0) | Both teams rested (3+ days),2024-12
2024-12-12,Sacramento Kings @ New Orleans Pelicans,210.5,NO,40,220,True,SKIPPED,Above-avg offense (113.6) | Above average pace (98.7) | New Orleans Pelicans cold (scoring slump) | Moderate buffer (15.0) | Both teams rested (4+ days),2024-12
2024-12-12,Detroit Pistons @ Boston Celtics,217.0,NO,60,222,True,SKIPPED,Elite offense (117.8) | Average pace (97.8) | Boston Celtics hot (HOT) | Tight buffer (14.8) | Both teams rested (5+ days),2024-12
2024-12-12,Toronto Raptors @ Miami Heat,206.5,NO,41,218,True,SKIPPED,Above-avg offense (112.0) | Average pace (98.0) | Both teams neutral form | Moderate buffer (15.0) | Both teams rested (3+ days),2024-12
2024-12-13,Los Angeles Clippers @ Denver Nuggets,218.5,NO,68,218,False,SKIPPED,Elite offense (117.5) | Above average pace (98.7) | Both teams neutral form | Moderate buffer (15.2) | Both teams rested (5+ days),2024-12
2024-12-13,Phoenix Suns @ Utah Jazz,210.5,NO,52,260,True,SKIPPED,Above-avg offense (113.7) | Above average pace (98.5) | Phoenix Suns hot (WARM) | Moderate buffer (15.0) | Both teams rested (5+ days),2024-12
2024-12-13,Brooklyn Nets @ Memphis Grizzlies,212.0,NO,47,254,True,SKIPPED,Above-avg offense (113.1) | Above average pace (99.8) | Brooklyn Nets hot (HOT) | Tight buffer (14.8) | Both teams rested (5+ days),2024-12
2024-12-13,San Antonio Spurs @ Portland Trail Blazers,210.0,NO,43,234,True,SKIPPED,Above-avg offense (113.1) | Above average pace (99.0) | Both teams neutral form | Tight buffer (14.8) | Both teams rested (5+ days),2024-12
2024-12-13,Charlotte Hornets @ Chicago Bulls,208.0,NO,47,204,False,SKIPPED,Weak offense (110.7) | Fast pace (100.2) | Charlotte Hornets hot (WARM) | Tight buffer (14.9) | Both teams rested (5+ days),2024-12
2024-12-13,Indiana Pacers @ Philadelphia 76ers,212.0,NO,58,228,True,SKIPPED,Strong offense (114.2) | Above average pace (98.7) | Both teams neutral form | Moderate buffer (15.0) | Both teams rested (5+ days),2024-12
2024-12-13,Washington Wizards @ Cleveland Cavaliers,215.0,NO,67,220,True,SKIPPED,Strong offense (114.2) | Fast pace (100.3) | Cleveland Cavaliers hot (HOT) | Tight buffer (14.9) | Both teams rested (5+ days),2024-12
2024-12-13,Los Angeles Lakers @ Minnesota Timberwolves,212.5,NO,53,184,False,SKIPPED,Elite offense (116.2) | Average pace (97.4) | Minnesota Timberwolves cold (scoring slump) | Moderate buffer (15.2) | Both teams rested (5+ days),2024-12
2024-12-14,Houston Rockets @ Oklahoma City Thunder,220.0,NO,55,207,False,SKIPPED,Elite offense (117.8) | Above average pace (99.3) | Oklahoma City Thunder cold (scoring slump) | Tight buffer (14.8) | Both teams rested (3+ days),2024-12
2024-12-14,Atlanta Hawks @ Milwaukee Bucks,218.5,NO,68,212,False,SKIPPED,Strong offense (115.2) | Fast pace (100.9) | Both teams neutral form | Moderate buffer (15.2) | Both teams rested (3+ days),2024-12
2024-12-15,Memphis Grizzlies @ Los Angeles Lakers,220.0,NO,78,226,True,SKIPPED,Elite offense (116.8) | Fast pace (100.4) | Both teams neutral form | Moderate buffer (15.1) | Both teams rested (2+ days),2024-12
2024-12-15,New Orleans Pelicans @ Indiana Pacers,212.0,NO,40,223,True,SKIPPED,Above-avg offense (113.5) | Above average pace (99.5) | New Orleans Pelicans cold (scoring slump) | Moderate buffer (15.2) | Both teams rested (3+ days),2024-12
2024-12-15,Dallas Mavericks @ Golden State Warriors,213.0,NO,62,276,True,SKIPPED,Strong offense (114.9) | Above average pace (99.0) | Dallas Mavericks hot (HOT) | Moderate buffer (15.0) | Both teams rested (5+ days),2024-12
2024-12-15,New York Knicks @ Orlando Magic,206.0,NO,41,191,False,SKIPPED,Above-avg offense (114.0) | Average pace (96.4) | Both teams neutral form | Moderate buffer (15.2) | Both teams rested (4+ days),2024-12
2024-12-15,Minnesota Timberwolves @ San Antonio Spurs,213.0,NO,50,198,False,SKIPPED,Strong offense (115.5) | Above average pace (98.3) | Minnesota Timberwolves cold (scoring slump) | Moderate buffer (15.2) | Both teams rested (2+ days),2024-12
2024-12-15,Boston Celtics @ Washington Wizards,209.5,NO,47,210,True,SKIPPED,Above-avg offense (113.7) | Above average pace (98.3) | Boston Celtics hot (HOT) | Tight buffer (14.8) | Both teams rested (3+ days),2024-12
2024-12-15,Portland Trail Blazers @ Phoenix Suns,209.5,NO,45,225,True,SKIPPED,Above-avg offense (114.0) | Average pace (97.9) | Phoenix Suns hot (WARM) | Moderate buffer (15.0) | Both teams rested (2+ days),2024-12
2024-12-16,Miami Heat @ Detroit Pistons,211.0,NO,58,249,True,SKIPPED,Strong offense (114.2) | Above average pace (98.0) | Both teams neutral form | Moderate buffer (15.1) | Both teams rested (4+ days),2024-12
2024-12-16,Philadelphia 76ers @ Charlotte Hornets,199.5,NO,35,229,True,SKIPPED,Weak offense (109.6) | Average pace (97.5) | Charlotte Hornets hot (WARM) | Moderate buffer (15.2) | Both teams rested (3+ days),2024-12
2024-12-16,Utah Jazz @ Los Angeles Clippers,210.0,NO,43,251,True,SKIPPED,Above-avg offense (113.2) | Above average pace (98.8) | Both teams neutral form | Tight buffer (14.8) | Both teams rested (3+ days),2024-12
2024-12-16,Denver Nuggets @ Sacramento Kings,221.5,NO,68,259,True,SKIPPED,Elite offense (118.3) | Above average pace (99.0) | Both teams neutral form | Moderate buffer (15.0) | Both teams rested (3+ days),2024-12
2024-12-16,Chicago Bulls @ Toronto Raptors,213.5,NO,50,243,True,SKIPPED,Above-avg offense (112.3) | Fast pace (101.2) | Chicago Bulls cold (scoring slump) | Moderate buffer (15.2) | Both teams rested (3+ days),2024-12
2024-12-16,Cleveland Cavaliers @ Brooklyn Nets,212.0,NO,70,231,True,SKIPPED,Strong offense (115.1) | Above average pace (98.1) | Both teams hot (HOT/HOT) | Moderate buffer (15.0) | Both teams rested (3+ days),2024-12
2024-12-17,Milwaukee Bucks @ Oklahoma City Thunder,221.0,NO,60,178,False,SKIPPED,Elite offense (118.1) | Above average pace (99.7) | Oklahoma City Thunder cold (scoring slump) | Moderate buffer (15.0) | Both teams rested (3+ days),2024-12
2024-12-19,Oklahoma City Thunder @ Orlando Magic,211.0,NO,45,204,False,SKIPPED,Strong offense (114.8) | Above average pace (98.0) | Oklahoma City Thunder cold (scoring slump) | Tight buffer (14.9) | Both teams rested (2+ days),2024-12
2024-12-19,Utah Jazz @ Detroit Pistons,212.5,NO,43,245,True,SKIPPED,Above-avg offense (113.1) | Above average pace (99.9) | Both teams neutral form | Tight buffer (14.9) | Both teams rested (3+ days),2024-12
2024-12-19,Brooklyn Nets @ Toronto Raptors,201.0,NO,42,195,False,SKIPPED,Weak offense (109.5) | Above average pace (98.1) | Brooklyn Nets hot (HOT) | Moderate buffer (15.0) | Both teams rested (3+ days),2024-12
2024-12-19,New Orleans Pelicans @ Houston Rockets,209.0,NO,40,246,True,SKIPPED,Above-avg offense (112.8) | Above average pace (98.8) | New Orleans Pelicans cold (scoring slump) | Moderate buffer (15.1) | Both teams rested (4+ days),2024-12
2024-12-19,New York Knicks @ Minnesota Timberwolves,215.0,NO,53,240,True,SKIPPED,Elite offense (117.5) | Average pace (97.0) | Minnesota Timberwolves cold (scoring slump) | Moderate buffer (15.1) | Both teams rested (4+ days),2024-12
2024-12-19,Los Angeles Lakers @ Sacramento Kings,214.0,NO,61,213,False,SKIPPED,Elite offense (116.3) | Average pace (97.9) | Both teams neutral form | Moderate buffer (15.1) | Both teams rested (4+ days),2024-12
2024-12-19,Golden State Warriors @ Memphis Grizzlies,220.5,NO,78,237,True,SKIPPED,Elite offense (116.3) | Fast pace (101.0) | Both teams neutral form | Moderate buffer (15.0) | Both teams rested (4+ days),2024-12
2024-12-19,Atlanta Hawks @ San Antonio Spurs,217.0,NO,68,259,True,SKIPPED,Strong offense (114.5) | Fast pace (100.9) | Both teams neutral form | Moderate buffer (15.1) | Both teams rested (5+ days),2024-12
2024-12-19,Los Angeles Clippers @ Dallas Mavericks,212.0,NO,62,213,True,SKIPPED,Strong offense (114.9) | Above average pace (98.3) | Dallas Mavericks hot (HOT) | Moderate buffer (15.1) | Both teams rested (3+ days),2024-12
2024-12-19,Chicago Bulls @ Boston Celtics,219.0,NO,72,225,True,SKIPPED,Elite offense (117.3) | Above average pace (99.2) | Boston Celtics hot (HOT) | Moderate buffer (15.1) | Both teams rested (3+ days),2024-12
2024-12-19,Charlotte Hornets @ Washington Wizards,198.0,NO,42,237,True,SKIPPED,Weak offense (107.0) | Above average pace (99.2) | Charlotte Hornets hot (WARM) | Moderate buffer (15.1) | Both teams rested (3+ days),2024-12
2024-12-19,Indiana Pacers @ Phoenix Suns,216.0,NO,72,231,True,SKIPPED,Elite offense (116.3) | Above average pace (98.5) | Phoenix Suns hot (WARM) | Moderate buffer (15.0) | Both teams rested (4+ days),2024-12
2024-12-19,Denver Nuggets @ Portland Trail Blazers,216.5,NO,58,250,True,SKIPPED,Strong offense (115.8) | Above average pace (99.3) | Both teams neutral form | Moderate buffer (15.2) | Both teams rested (3+ days),2024-12
2024-12-20,Milwaukee Bucks @ Cleveland Cavaliers,222.5,NO,67,225,True,SKIPPED,Elite offense (118.8) | Above average pace (99.5) | Cleveland Cavaliers hot (HOT) | Tight buffer (14.9) | Both teams rested (3+ days),2024-12
2024-12-20,Oklahoma City Thunder @ Miami Heat,216.0,NO,55,201,False,SKIPPED,Elite offense (116.9) | Above average pace (98.1) | Oklahoma City Thunder cold (scoring slump) | Moderate buffer (15.1) | Oklahoma City Thunder on back-to-back,2024-12
2024-12-20,Charlotte Hornets @ Philadelphia 76ers,199.5,NO,30,206,True,SKIPPED,Weak offense (109.6) | Average pace (97.5) | Charlotte Hornets hot (WARM) | Moderate buffer (15.2) | Charlotte Hornets on back-to-back,2024-12
2024-12-21,Washington Wizards @ Milwaukee Bucks,208.5,NO,43,213,True,SKIPPED,Weak offense (111.3) | Fast pace (100.1) | Both teams neutral form | Moderate buffer (15.0) | Milwaukee Bucks on back-to-back,2024-12
2024-12-21,Philadelphia 76ers @ Cleveland Cavaliers,216.5,NO,62,225,True,SKIPPED,Elite offense (116.8) | Above average pace (98.6) | Cleveland Cavaliers hot (HOT) | Moderate buffer (15.0) | Both teams on back-to-back (fatigued),2024-12
2024-12-21,Boston Celtics @ Chicago Bulls,219.0,NO,72,221,True,SKIPPED,Elite offense (117.3) | Above average pace (99.2) | Boston Celtics hot (HOT) | Moderate buffer (15.1) | Both teams rested (2+ days),2024-12
2024-12-21,Utah Jazz @ Brooklyn Nets,202.0,NO,42,199,False,SKIPPED,Weak offense (109.8) | Above average pace (98.2) | Brooklyn Nets hot (HOT) | Moderate buffer (15.0) | Both teams rested (2+ days),2024-12
2024-12-21,New York Knicks @ New Orleans Pelicans,210.5,NO,43,197,False,SKIPPED,Strong offense (114.5) | Average pace (97.9) | New Orleans Pelicans cold (scoring slump) | Moderate buffer (15.1) | Both teams rested (2+ days),2024-12
2024-12-21,Los Angeles Clippers @ Dallas Mavericks,212.0,NO,62,210,False,SKIPPED,Strong offense (114.9) | Above average pace (98.3) | Dallas Mavericks hot (HOT) | Moderate buffer (15.1) | Both teams rested (2+ days),2024-12
2024-12-21,Portland Trail Blazers @ San Antonio Spurs,210.0,NO,43,208,False,SKIPPED,Above-avg offense (113.1) | Above average pace (99.0) | Both teams neutral form | Tight buffer (14.8) | Both teams rested (2+ days),2024-12
2024-12-21,Memphis Grizzlies @ Atlanta Hawks,225.0,NO,73,240,True,SKIPPED,Elite offense (116.2) | Fast pace (102.9) | Both teams neutral form | Tight buffer (14.9) | Both teams rested (2+ days),2024-12
2024-12-21,Miami Heat @ Orlando Magic,201.0,NO,26,235,True,SKIPPED,Weak offense (111.5) | Average pace (96.2) | Both teams neutral form | Moderate buffer (15.0) | Miami Heat on back-to-back,2024-12
2024-12-21,Los Angeles Lakers @ Sacramento Kings,214.0,NO,61,202,False,SKIPPED,Elite offense (116.3) | Average pace (97.9) | Both teams neutral form | Moderate buffer (15.1) | Both teams rested (2+ days),2024-12
2024-12-21,Golden State Warriors @ Minnesota Timberwolves,213.0,NO,50,216,True,SKIPPED,Strong offense (115.8) | Above average pace (98.0) | Minnesota Timberwolves cold (scoring slump) | Moderate buffer (15.1) | Both teams rested (2+ days),2024-12
2024-12-21,Detroit Pistons @ Phoenix Suns,214.0,NO,62,258,True,SKIPPED,Strong offense (115.6) | Above average pace (98.4) | Phoenix Suns hot (WARM) | Moderate buffer (15.1) | Both teams rested (2+ days),2024-12
2024-12-22,Indiana Pacers @ Sacramento Kings,218.0,NO,63,217,False,SKIPPED,Elite offense (116.6) | Above average pace (99.1) | Both teams neutral form | Moderate buffer (15.1) | Sacramento Kings on back-to-back,2024-12
2024-12-22,Houston Rockets @ Toronto Raptors,210.0,NO,48,224,True,SKIPPED,Above-avg offense (112.9) | Above average pace (99.2) | Both teams neutral form | Moderate buffer (15.2) | Both teams rested (3+ days),2024-12
2024-12-22,Denver Nuggets @ New Orleans Pelicans,215.5,NO,45,261,True,SKIPPED,Strong offense (115.2) | Above average pace (99.4) | New Orleans Pelicans cold (scoring slump) | Moderate buffer (15.1) | New Orleans Pelicans on back-to-back,2024-12
