date,game,minimum,prediction,confidence,score,actual_total,went_over,result,reasoning
2025-10-27,Brooklyn Nets @ Houston Rockets,219.5,MAYBE,70,70,246.0,True,SKIPPED,Elite offense (avg ORtg: 118.5) | Average pace (98.0) | Both teams hot (WARM/HOT)
2025-10-27,Boston Celtics @ New Orleans Pelicans,206.5,NO,45,45,212.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.8) | Average pace (96.9) | Boston Celtics hot (HOT)
2025-10-27,Denver Nuggets @ Minnesota Timberwolves,230.0,NO,60,60,241.0,True,SKIPPED,Elite offense (avg ORtg: 122.2) | Above average pace (99.9) | Good buffer (15.1 pts above minimum)
2025-10-27,Toronto Raptors @ San Antonio Spurs,224.0,MAYBE,74,74,224.0,False,SKIPPED,Elite offense (avg ORtg: 118.5) | Fast pace (100.3) | Toronto Raptors hot (HOT)
2025-10-27,Portland Trail Blazers @ Los Angeles Lakers,222.0,MAYBE,74,74,230.0,True,SKIPPED,Elite offense (avg ORtg: 117.1) | Fast pace (101.2) | Portland Trail Blazers hot (WARM)
2025-10-27,Memphis Grizzlies @ Golden State Warriors,212.0,NO,57,57,249.0,True,SKIPPED,Fast pace (101.4) | Memphis Grizzlies hot (HOT) | Good buffer (15.0 pts above minimum)
2025-10-27,Cleveland Cavaliers @ Detroit Pistons,224.5,NO,62,62,211.0,False,SKIPPED,Elite offense (avg ORtg: 116.9) | Fast pace (101.5) | Moderate buffer (14.8 pts above minimum)
2025-10-27,Orlando Magic @ Philadelphia 76ers,220.0,YES,95,95,260.0,True,WIN,Elite offense (avg ORtg: 116.6) | Fast pace (100.2) | Both teams hot (HOT/HOT)
2025-10-27,Atlanta Hawks @ Chicago Bulls,220.5,MAYBE,77,77,251.0,True,SKIPPED,Strong offense (avg ORtg: 115.6) | Fast pace (101.9) | Atlanta Hawks hot (HOT)
2025-10-27,Brooklyn Nets @ Houston Rockets,219.5,MAYBE,70,70,246.0,True,SKIPPED,Elite offense (avg ORtg: 118.5) | Average pace (98.0) | Both teams hot (WARM/HOT)
2025-10-27,Boston Celtics @ New Orleans Pelicans,206.5,NO,45,45,212.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.8) | Average pace (96.9) | Boston Celtics hot (HOT)
2025-11-01,Sacramento Kings @ Milwaukee Bucks,216.5,NO,67,67,268.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.8) | Fast pace (101.4) | Sacramento Kings hot (WARM)
2025-11-01,Minnesota Timberwolves @ Charlotte Hornets,223.0,YES,84,84,227.0,True,WIN,Elite offense (avg ORtg: 118.4) | Fast pace (100.0) | Charlotte Hornets hot (WARM)
2025-11-01,Minnesota Timberwolves @ Charlotte Hornets,223.0,YES,84,84,227.0,True,WIN,Elite offense (avg ORtg: 118.4) | Fast pace (100.0) | Charlotte Hornets hot (WARM)
2025-11-01,Golden State Warriors @ Indiana Pacers,209.0,NO,49,49,223.0,True,SKIPPED,Fast pace (101.1) | Indiana Pacers hot (WARM) | Moderate buffer (14.8 pts above minimum)
2025-11-01,Orlando Magic @ Washington Wizards,214.0,NO,57,57,219.0,True,SKIPPED,Fast pace (101.7) | Orlando Magic hot (HOT) | Good buffer (15.2 pts above minimum)
2025-11-01,Golden State Warriors @ Indiana Pacers,209.0,NO,49,49,223.0,True,SKIPPED,Fast pace (101.1) | Indiana Pacers hot (WARM) | Moderate buffer (14.8 pts above minimum)
2025-11-01,Orlando Magic @ Washington Wizards,214.0,NO,57,57,219.0,True,SKIPPED,Fast pace (101.7) | Orlando Magic hot (HOT) | Good buffer (15.2 pts above minimum)
2025-11-01,Houston Rockets @ Boston Celtics,223.5,MAYBE,73,73,229.0,True,SKIPPED,Elite offense (avg ORtg: 121.9) | Average pace (96.9) | Both teams hot (HOT/HOT)
2025-11-01,Dallas Mavericks @ Detroit Pistons,212.5,NO,42,42,232.0,True,SKIPPED,Fast pace (101.8) | Moderate buffer (14.9 pts above minimum) | Both teams rested (3+ days)
2025-11-01,Dallas Mavericks @ Detroit Pistons,212.5,NO,42,42,232.0,True,SKIPPED,Fast pace (101.8) | Moderate buffer (14.9 pts above minimum) | Both teams rested (3+ days)
2025-11-01,Houston Rockets @ Boston Celtics,223.5,MAYBE,73,73,229.0,True,SKIPPED,Elite offense (avg ORtg: 121.9) | Average pace (96.9) | Both teams hot (HOT/HOT)
2025-11-01,Sacramento Kings @ Milwaukee Bucks,216.5,NO,67,67,268.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.8) | Fast pace (101.4) | Sacramento Kings hot (WARM)
2025-11-15,Los Angeles Lakers @ Milwaukee Bucks,219.5,NO,55,55,214.0,False,SKIPPED,Elite offense (avg ORtg: 117.1) | Above average pace (99.9) | Good buffer (15.2 pts above minimum)
2025-11-15,Denver Nuggets @ Minnesota Timberwolves,230.0,NO,60,60,235.0,True,SKIPPED,Elite offense (avg ORtg: 122.2) | Above average pace (99.9) | Good buffer (15.1 pts above minimum)
2025-11-15,Memphis Grizzlies @ Cleveland Cavaliers,218.0,NO,67,67,208.0,False,SKIPPED,Above-avg offense (avg ORtg: 113.4) | Fast pace (102.3) | Memphis Grizzlies hot (HOT)
2025-11-15,Oklahoma City Thunder @ Charlotte Hornets,224.0,NO,69,69,205.0,False,SKIPPED,Elite offense (avg ORtg: 118.0) | Above average pace (99.2) | Charlotte Hornets hot (WARM)
2025-11-15,Toronto Raptors @ Indiana Pacers,214.0,NO,65,65,240.0,True,SKIPPED,Fast pace (101.6) | Both teams hot (HOT/WARM) | Good buffer (15.2 pts above minimum)
2025-11-15,Los Angeles Lakers @ Milwaukee Bucks,219.5,NO,55,55,214.0,False,SKIPPED,Elite offense (avg ORtg: 117.1) | Above average pace (99.9) | Good buffer (15.2 pts above minimum)
2025-11-15,Oklahoma City Thunder @ Charlotte Hornets,224.0,NO,69,69,205.0,False,SKIPPED,Elite offense (avg ORtg: 118.0) | Above average pace (99.2) | Charlotte Hornets hot (WARM)
2025-11-15,Toronto Raptors @ Indiana Pacers,214.0,NO,65,65,240.0,True,SKIPPED,Fast pace (101.6) | Both teams hot (HOT/WARM) | Good buffer (15.2 pts above minimum)
2025-11-15,Memphis Grizzlies @ Cleveland Cavaliers,218.0,NO,67,67,208.0,False,SKIPPED,Above-avg offense (avg ORtg: 113.4) | Fast pace (102.3) | Memphis Grizzlies hot (HOT)
2025-11-15,Denver Nuggets @ Minnesota Timberwolves,230.0,NO,60,60,235.0,True,SKIPPED,Elite offense (avg ORtg: 122.2) | Above average pace (99.9) | Good buffer (15.1 pts above minimum)
2025-11-08,Portland Trail Blazers @ Miami Heat,231.0,MAYBE,79,79,267.0,True,SKIPPED,Elite offense (avg ORtg: 117.5) | Fast pace (104.2) | Portland Trail Blazers hot (WARM)
2025-11-08,New Orleans Pelicans @ San Antonio Spurs,212.0,NO,55,55,245.0,True,SKIPPED,Strong offense (avg ORtg: 114.2) | Above average pace (98.4) | Both teams neutral form
2025-11-08,Phoenix Suns @ Los Angeles Clippers,215.0,NO,58,58,217.0,True,SKIPPED,Elite offense (avg ORtg: 116.3) | Average pace (97.6) | Good buffer (15.0 pts above minimum)
2025-11-08,Los Angeles Lakers @ Atlanta Hawks,218.5,NO,69,69,224.0,True,SKIPPED,Strong offense (avg ORtg: 116.0) | Fast pace (100.7) | Atlanta Hawks hot (HOT)
2025-11-08,Chicago Bulls @ Cleveland Cavaliers,224.5,NO,65,65,250.0,True,SKIPPED,Elite offense (avg ORtg: 116.8) | Fast pace (102.2) | Good buffer (15.2 pts above minimum)
2025-11-08,Toronto Raptors @ Philadelphia 76ers,225.0,YES,87,87,250.0,True,WIN,Elite offense (avg ORtg: 118.5) | Fast pace (100.7) | Both teams hot (HOT/HOT)
2025-11-08,Los Angeles Lakers @ Atlanta Hawks,218.5,NO,69,69,224.0,True,SKIPPED,Strong offense (avg ORtg: 116.0) | Fast pace (100.7) | Atlanta Hawks hot (HOT)
2025-11-08,Chicago Bulls @ Cleveland Cavaliers,224.5,NO,65,65,250.0,True,SKIPPED,Elite offense (avg ORtg: 116.8) | Fast pace (102.2) | Good buffer (15.2 pts above minimum)
2025-11-08,Portland Trail Blazers @ Miami Heat,231.0,MAYBE,79,79,267.0,True,SKIPPED,Elite offense (avg ORtg: 117.5) | Fast pace (104.2) | Portland Trail Blazers hot (WARM)
2025-11-08,New Orleans Pelicans @ San Antonio Spurs,212.0,NO,55,55,245.0,True,SKIPPED,Strong offense (avg ORtg: 114.2) | Above average pace (98.4) | Both teams neutral form
2025-11-08,Indiana Pacers @ Denver Nuggets,218.0,MAYBE,72,72,217.0,False,SKIPPED,Strong offense (avg ORtg: 114.7) | Fast pace (100.5) | Indiana Pacers hot (WARM)
2025-11-08,Dallas Mavericks @ Washington Wizards,207.5,NO,35,35,216.0,True,SKIPPED,Fast pace (102.8) | Good buffer (15.2 pts above minimum)
2025-11-08,Phoenix Suns @ Los Angeles Clippers,215.0,NO,58,58,217.0,True,SKIPPED,Elite offense (avg ORtg: 116.3) | Average pace (97.6) | Good buffer (15.0 pts above minimum)
2025-11-08,Toronto Raptors @ Philadelphia 76ers,225.0,YES,87,87,250.0,True,WIN,Elite offense (avg ORtg: 118.5) | Fast pace (100.7) | Both teams hot (HOT/HOT)
2025-11-08,Dallas Mavericks @ Washington Wizards,207.5,NO,35,35,216.0,True,SKIPPED,Fast pace (102.8) | Good buffer (15.2 pts above minimum)
2025-11-08,Indiana Pacers @ Denver Nuggets,218.0,MAYBE,72,72,217.0,False,SKIPPED,Strong offense (avg ORtg: 114.7) | Fast pace (100.5) | Indiana Pacers hot (WARM)
2025-10-25,Phoenix Suns @ Denver Nuggets,228.0,NO,65,65,244.0,True,SKIPPED,Elite offense (avg ORtg: 121.7) | Above average pace (99.0) | Both teams neutral form
2025-10-25,Indiana Pacers @ Memphis Grizzlies,205.5,NO,60,60,231.0,True,SKIPPED,Fast pace (102.1) | Both teams hot (WARM/HOT) | Good buffer (15.1 pts above minimum)
2025-10-25,Charlotte Hornets @ Philadelphia 76ers,221.5,YES,85,85,246.0,True,WIN,Elite offense (avg ORtg: 117.5) | Above average pace (99.7) | Both teams hot (WARM/HOT)
2025-10-25,Chicago Bulls @ Orlando Magic,219.5,NO,69,69,208.0,False,SKIPPED,Strong offense (avg ORtg: 115.6) | Fast pace (101.3) | Orlando Magic hot (HOT)
2025-10-25,Charlotte Hornets @ Philadelphia 76ers,221.5,YES,85,85,246.0,True,WIN,Elite offense (avg ORtg: 117.5) | Above average pace (99.7) | Both teams hot (WARM/HOT)
2025-10-25,Indiana Pacers @ Memphis Grizzlies,205.5,NO,60,60,231.0,True,SKIPPED,Fast pace (102.1) | Both teams hot (WARM/HOT) | Good buffer (15.1 pts above minimum)
2025-10-25,Phoenix Suns @ Denver Nuggets,228.0,NO,65,65,244.0,True,SKIPPED,Elite offense (avg ORtg: 121.7) | Above average pace (99.0) | Both teams neutral form
2025-10-25,Oklahoma City Thunder @ Atlanta Hawks,223.5,YES,82,82,217.0,False,LOSS,Elite offense (avg ORtg: 117.1) | Fast pace (100.4) | Atlanta Hawks hot (HOT)
2025-10-25,Chicago Bulls @ Orlando Magic,219.5,NO,69,69,208.0,False,SKIPPED,Strong offense (avg ORtg: 115.6) | Fast pace (101.3) | Orlando Magic hot (HOT)
2025-10-25,Oklahoma City Thunder @ Atlanta Hawks,223.5,YES,82,82,217.0,False,LOSS,Elite offense (avg ORtg: 117.1) | Fast pace (100.4) | Atlanta Hawks hot (HOT)
2025-11-16,Golden State Warriors @ New Orleans Pelicans,208.5,NO,43,43,230.0,True,SKIPPED,Above average pace (99.0) | Both teams neutral form | Good buffer (15.0 pts above minimum)
2025-11-16,Chicago Bulls @ Utah Jazz,220.0,MAYBE,74,74,297.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Fast pace (101.5) | Utah Jazz hot (HOT)
2025-11-16,Portland Trail Blazers @ Dallas Mavericks,215.0,NO,54,54,271.0,True,SKIPPED,Fast pace (102.8) | Portland Trail Blazers hot (WARM) | Moderate buffer (14.8 pts above minimum)
2025-11-16,Atlanta Hawks @ Phoenix Suns,220.5,YES,87,87,246.0,True,WIN,Elite offense (avg ORtg: 117.0) | Fast pace (100.3) | Atlanta Hawks hot (HOT)
2025-11-16,Brooklyn Nets @ Washington Wizards,207.5,NO,54,54,235.0,True,SKIPPED,Fast pace (100.6) | Brooklyn Nets hot (WARM) | Moderate buffer (14.9 pts above minimum)
2025-11-16,Orlando Magic @ Houston Rockets,226.0,YES,85,85,230.0,True,WIN,Elite offense (avg ORtg: 120.6) | Above average pace (99.0) | Both teams hot (HOT/HOT)
2025-11-16,Sacramento Kings @ San Antonio Spurs,216.5,MAYBE,77,77,233.0,True,SKIPPED,Strong offense (avg ORtg: 114.3) | Fast pace (100.9) | Sacramento Kings hot (WARM)
2025-11-16,Los Angeles Clippers @ Boston Celtics,209.5,NO,60,60,239.0,True,SKIPPED,Strong offense (avg ORtg: 115.7) | Average pace (96.3) | Boston Celtics hot (HOT)
2025-11-16,Chicago Bulls @ Utah Jazz,220.0,MAYBE,74,74,297.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Fast pace (101.5) | Utah Jazz hot (HOT)
2025-11-16,Atlanta Hawks @ Phoenix Suns,220.5,YES,87,87,246.0,True,WIN,Elite offense (avg ORtg: 117.0) | Fast pace (100.3) | Atlanta Hawks hot (HOT)
2025-11-16,Portland Trail Blazers @ Dallas Mavericks,215.0,NO,54,54,271.0,True,SKIPPED,Fast pace (102.8) | Portland Trail Blazers hot (WARM) | Moderate buffer (14.8 pts above minimum)
2025-11-16,Golden State Warriors @ New Orleans Pelicans,208.5,NO,43,43,230.0,True,SKIPPED,Above average pace (99.0) | Both teams neutral form | Good buffer (15.0 pts above minimum)
2025-11-16,Orlando Magic @ Houston Rockets,226.0,YES,85,85,230.0,True,WIN,Elite offense (avg ORtg: 120.6) | Above average pace (99.0) | Both teams hot (HOT/HOT)
2025-11-16,Brooklyn Nets @ Washington Wizards,207.5,NO,54,54,235.0,True,SKIPPED,Fast pace (100.6) | Brooklyn Nets hot (WARM) | Moderate buffer (14.9 pts above minimum)
2025-11-16,Sacramento Kings @ San Antonio Spurs,216.5,MAYBE,77,77,233.0,True,SKIPPED,Strong offense (avg ORtg: 114.3) | Fast pace (100.9) | Sacramento Kings hot (WARM)
2025-11-16,Los Angeles Clippers @ Boston Celtics,209.5,NO,60,60,239.0,True,SKIPPED,Strong offense (avg ORtg: 115.7) | Average pace (96.3) | Boston Celtics hot (HOT)
2025-11-02,Memphis Grizzlies @ Toronto Raptors,217.5,YES,82,82,221.0,True,WIN,Strong offense (avg ORtg: 114.0) | Fast pace (101.9) | Both teams hot (HOT/HOT)
2025-11-02,New Orleans Pelicans @ Oklahoma City Thunder,215.0,NO,55,55,243.0,True,SKIPPED,Strong offense (avg ORtg: 114.7) | Above average pace (98.3) | Good buffer (15.0 pts above minimum)
2025-11-02,Atlanta Hawks @ Cleveland Cavaliers,223.0,YES,87,87,226.0,True,WIN,Elite offense (avg ORtg: 116.2) | Fast pace (102.0) | Atlanta Hawks hot (HOT)
2025-11-02,Utah Jazz @ Charlotte Hornets,218.5,YES,80,80,229.0,True,WIN,Strong offense (avg ORtg: 115.5) | Fast pace (100.2) | Both teams hot (HOT/WARM)
2025-11-02,Miami Heat @ Los Angeles Lakers,226.5,MAYBE,75,75,250.0,True,SKIPPED,Elite offense (avg ORtg: 117.3) | Fast pace (102.5) | Good buffer (15.1 pts above minimum)
2025-11-02,Philadelphia 76ers @ Brooklyn Nets,213.0,MAYBE,75,75,234.0,True,SKIPPED,Strong offense (avg ORtg: 114.5) | Above average pace (99.2) | Both teams hot (HOT/WARM)
2025-11-02,San Antonio Spurs @ Phoenix Suns,222.0,MAYBE,70,70,248.0,True,SKIPPED,Elite offense (avg ORtg: 118.6) | Above average pace (99.0) | Both teams neutral form
2025-11-02,Chicago Bulls @ New York Knicks,225.5,YES,83,83,244.0,True,WIN,Elite offense (avg ORtg: 119.4) | Fast pace (100.8) | Both teams neutral form
2025-11-02,Miami Heat @ Los Angeles Lakers,226.5,MAYBE,75,75,250.0,True,SKIPPED,Elite offense (avg ORtg: 117.3) | Fast pace (102.5) | Good buffer (15.1 pts above minimum)
2025-11-02,New Orleans Pelicans @ Oklahoma City Thunder,215.0,NO,55,55,243.0,True,SKIPPED,Strong offense (avg ORtg: 114.7) | Above average pace (98.3) | Good buffer (15.0 pts above minimum)
2025-11-02,Philadelphia 76ers @ Brooklyn Nets,213.0,MAYBE,75,75,234.0,True,SKIPPED,Strong offense (avg ORtg: 114.5) | Above average pace (99.2) | Both teams hot (HOT/WARM)
2025-11-02,Utah Jazz @ Charlotte Hornets,218.5,YES,80,80,229.0,True,WIN,Strong offense (avg ORtg: 115.5) | Fast pace (100.2) | Both teams hot (HOT/WARM)
2025-11-02,Atlanta Hawks @ Cleveland Cavaliers,223.0,YES,87,87,226.0,True,WIN,Elite offense (avg ORtg: 116.2) | Fast pace (102.0) | Atlanta Hawks hot (HOT)
2025-11-02,Memphis Grizzlies @ Toronto Raptors,217.5,YES,82,82,221.0,True,WIN,Strong offense (avg ORtg: 114.0) | Fast pace (101.9) | Both teams hot (HOT/HOT)
2025-11-02,Chicago Bulls @ New York Knicks,225.5,YES,83,83,244.0,True,WIN,Elite offense (avg ORtg: 119.4) | Fast pace (100.8) | Both teams neutral form
2025-11-02,San Antonio Spurs @ Phoenix Suns,222.0,MAYBE,70,70,248.0,True,SKIPPED,Elite offense (avg ORtg: 118.6) | Above average pace (99.0) | Both teams neutral form
2025-11-09,Minnesota Timberwolves @ Sacramento Kings,219.0,MAYBE,74,74,261.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Fast pace (101.5) | Sacramento Kings hot (WARM)
2025-11-09,Detroit Pistons @ Philadelphia 76ers,222.5,YES,82,82,219.0,False,LOSS,Elite offense (avg ORtg: 117.3) | Fast pace (100.3) | Philadelphia 76ers hot (HOT)
2025-11-09,Boston Celtics @ Orlando Magic,214.0,YES,82,82,218.0,True,WIN,Elite offense (avg ORtg: 116.2) | Above average pace (98.4) | Both teams hot (HOT/HOT)
2025-11-09,Indiana Pacers @ Golden State Warriors,209.0,NO,49,49,197.0,False,SKIPPED,Fast pace (101.1) | Indiana Pacers hot (WARM) | Moderate buffer (14.8 pts above minimum)
2025-11-09,Minnesota Timberwolves @ Sacramento Kings,219.0,MAYBE,74,74,261.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Fast pace (101.5) | Sacramento Kings hot (WARM)
2025-11-09,Oklahoma City Thunder @ Memphis Grizzlies,218.5,MAYBE,77,77,214.0,False,SKIPPED,Strong offense (avg ORtg: 114.2) | Fast pace (100.7) | Memphis Grizzlies hot (HOT)
2025-11-09,Houston Rockets @ Milwaukee Bucks,229.0,MAYBE,74,74,237.0,True,SKIPPED,Elite offense (avg ORtg: 121.8) | Above average pace (98.9) | Houston Rockets hot (HOT)
2025-11-09,Houston Rockets @ Milwaukee Bucks,229.0,MAYBE,74,74,237.0,True,SKIPPED,Elite offense (avg ORtg: 121.8) | Above average pace (98.9) | Houston Rockets hot (HOT)
2025-11-09,Oklahoma City Thunder @ Memphis Grizzlies,218.5,MAYBE,77,77,214.0,False,SKIPPED,Strong offense (avg ORtg: 114.2) | Fast pace (100.7) | Memphis Grizzlies hot (HOT)
2025-11-09,Brooklyn Nets @ New York Knicks,216.0,MAYBE,77,77,232.0,True,SKIPPED,Elite offense (avg ORtg: 116.7) | Above average pace (99.0) | Brooklyn Nets hot (WARM)
2025-11-09,Boston Celtics @ Orlando Magic,214.0,YES,82,82,218.0,True,WIN,Elite offense (avg ORtg: 116.2) | Above average pace (98.4) | Both teams hot (HOT/HOT)
2025-11-09,Detroit Pistons @ Philadelphia 76ers,222.5,YES,82,82,219.0,False,LOSS,Elite offense (avg ORtg: 117.3) | Fast pace (100.3) | Philadelphia 76ers hot (HOT)
2025-11-09,Indiana Pacers @ Golden State Warriors,209.0,NO,49,49,197.0,False,SKIPPED,Fast pace (101.1) | Indiana Pacers hot (WARM) | Moderate buffer (14.8 pts above minimum)
2025-11-09,Brooklyn Nets @ New York Knicks,216.0,MAYBE,77,77,232.0,True,SKIPPED,Elite offense (avg ORtg: 116.7) | Above average pace (99.0) | Brooklyn Nets hot (WARM)
2025-10-26,Milwaukee Bucks @ Cleveland Cavaliers,224.5,MAYBE,75,75,231.0,True,SKIPPED,Elite offense (avg ORtg: 117.3) | Fast pace (101.3) | Good buffer (15.0 pts above minimum)
2025-10-26,Indiana Pacers @ Minnesota Timberwolves,214.5,NO,59,59,224.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.5) | Fast pace (101.2) | Indiana Pacers hot (WARM)
2025-10-26,Toronto Raptors @ Dallas Mavericks,214.5,NO,57,57,268.0,True,SKIPPED,Fast pace (102.1) | Toronto Raptors hot (HOT) | Good buffer (15.2 pts above minimum)
2025-10-26,Toronto Raptors @ Dallas Mavericks,214.5,NO,57,57,268.0,True,SKIPPED,Fast pace (102.1) | Toronto Raptors hot (HOT) | Good buffer (15.2 pts above minimum)
2025-10-26,Los Angeles Lakers @ Sacramento Kings,214.5,NO,67,67,247.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.7) | Fast pace (101.0) | Sacramento Kings hot (WARM)
2025-10-26,New York Knicks @ Miami Heat,232.5,MAYBE,72,72,222.0,False,SKIPPED,Elite offense (avg ORtg: 120.2) | Fast pace (102.5) | Moderate buffer (14.9 pts above minimum)
2025-10-26,Charlotte Hornets @ Washington Wizards,215.5,NO,62,62,252.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.7) | Fast pace (101.2) | Charlotte Hornets hot (WARM)
2025-10-26,Boston Celtics @ Detroit Pistons,216.5,MAYBE,74,74,232.0,True,SKIPPED,Elite offense (avg ORtg: 116.9) | Above average pace (98.5) | Boston Celtics hot (HOT)
2025-10-26,Brooklyn Nets @ San Antonio Spurs,212.5,NO,64,64,225.0,True,SKIPPED,Strong offense (avg ORtg: 114.5) | Above average pace (98.8) | Brooklyn Nets hot (WARM)
2025-10-26,Portland Trail Blazers @ Los Angeles Clippers,217.0,NO,67,67,221.0,True,SKIPPED,Strong offense (avg ORtg: 115.5) | Above average pace (99.7) | Portland Trail Blazers hot (WARM)
2025-10-26,Boston Celtics @ Detroit Pistons,216.5,MAYBE,74,74,232.0,True,SKIPPED,Elite offense (avg ORtg: 116.9) | Above average pace (98.5) | Boston Celtics hot (HOT)
2025-10-26,Brooklyn Nets @ San Antonio Spurs,212.5,NO,64,64,225.0,True,SKIPPED,Strong offense (avg ORtg: 114.5) | Above average pace (98.8) | Brooklyn Nets hot (WARM)
2025-10-26,New York Knicks @ Miami Heat,232.5,MAYBE,72,72,222.0,False,SKIPPED,Elite offense (avg ORtg: 120.2) | Fast pace (102.5) | Moderate buffer (14.9 pts above minimum)
2025-10-26,Milwaukee Bucks @ Cleveland Cavaliers,224.5,MAYBE,75,75,231.0,True,SKIPPED,Elite offense (avg ORtg: 117.3) | Fast pace (101.3) | Good buffer (15.0 pts above minimum)
2025-10-26,Indiana Pacers @ Minnesota Timberwolves,214.5,NO,59,59,224.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.5) | Fast pace (101.2) | Indiana Pacers hot (WARM)
2025-10-26,Los Angeles Lakers @ Sacramento Kings,214.5,NO,67,67,247.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.7) | Fast pace (101.0) | Sacramento Kings hot (WARM)
2025-10-26,Charlotte Hornets @ Washington Wizards,215.5,NO,62,62,252.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.7) | Fast pace (101.2) | Charlotte Hornets hot (WARM)
2025-10-26,Portland Trail Blazers @ Los Angeles Clippers,217.0,NO,67,67,221.0,True,SKIPPED,Strong offense (avg ORtg: 115.5) | Above average pace (99.7) | Portland Trail Blazers hot (WARM)
2025-11-13,Indiana Pacers @ Phoenix Suns,212.0,NO,62,62,231.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.0) | Fast pace (100.3) | Indiana Pacers hot (WARM)
2025-11-13,Toronto Raptors @ Cleveland Cavaliers,226.5,YES,82,82,239.0,True,WIN,Elite offense (avg ORtg: 118.2) | Fast pace (101.8) | Toronto Raptors hot (HOT)
2025-11-13,Atlanta Hawks @ Utah Jazz,218.5,MAYBE,77,77,254.0,True,SKIPPED,Strong offense (avg ORtg: 114.7) | Fast pace (101.3) | Both teams hot (HOT/HOT)
2025-11-13,Indiana Pacers @ Phoenix Suns,212.0,NO,62,62,231.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.0) | Fast pace (100.3) | Indiana Pacers hot (WARM)
