date,game,minimum,prediction,confidence,score,actual_total,went_over,result,reasoning
2025-10-31,Denver Nuggets @ Portland Trail Blazers,230.5,YES,84,84,216.0,False,LOSS,Elite offense (avg ORtg: 119.2) | Fast pace (102.0) | Denver Nuggets hot (WARM)
2025-10-31,New Orleans Pelicans @ Los Angeles Clippers,205.5,NO,38,38,250.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.7) | Average pace (97.2) | Good buffer (15.1 pts above minimum)
2025-10-31,Denver Nuggets @ Portland Trail Blazers,230.5,YES,84,84,216.0,False,LOSS,Elite offense (avg ORtg: 119.2) | Fast pace (102.0) | Denver Nuggets hot (WARM)
2025-10-31,Utah Jazz @ Phoenix Suns,217.5,NO,67,67,214.0,False,SKIPPED,Strong offense (avg ORtg: 114.8) | Above average pace (99.9) | Utah Jazz hot (HOT)
2025-10-31,Los Angeles Lakers @ Memphis Grizzlies,220.5,YES,80,80,229.0,True,WIN,Elite offense (avg ORtg: 116.0) | Fast pace (101.4) | Both teams neutral form
2025-10-31,Boston Celtics @ Philadelphia 76ers,219.0,MAYBE,77,77,217.0,False,SKIPPED,Elite offense (avg ORtg: 117.8) | Above average pace (98.5) | Boston Celtics hot (HOT)
2025-10-31,Toronto Raptors @ Cleveland Cavaliers,219.5,MAYBE,77,77,213.0,False,SKIPPED,Strong offense (avg ORtg: 115.0) | Fast pace (102.0) | Toronto Raptors hot (HOT)
2025-10-31,Atlanta Hawks @ Indiana Pacers,214.5,NO,65,65,236.0,True,SKIPPED,Fast pace (102.1) | Both teams hot (WARM/WARM) | Good buffer (15.0 pts above minimum)
2025-10-31,Los Angeles Lakers @ Memphis Grizzlies,220.5,YES,80,80,229.0,True,WIN,Elite offense (avg ORtg: 116.0) | Fast pace (101.4) | Both teams neutral form
2025-10-31,New Orleans Pelicans @ Los Angeles Clippers,205.5,NO,38,38,250.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.7) | Average pace (97.2) | Good buffer (15.1 pts above minimum)
2025-10-31,Atlanta Hawks @ Indiana Pacers,214.5,NO,65,65,236.0,True,SKIPPED,Fast pace (102.1) | Both teams hot (WARM/WARM) | Good buffer (15.0 pts above minimum)
2025-11-03,Miami Heat @ Los Angeles Clippers,220.5,MAYBE,70,70,239.0,True,SKIPPED,Elite offense (avg ORtg: 116.4) | Fast pace (101.2) | Good buffer (15.1 pts above minimum)
2025-11-03,Los Angeles Lakers @ Portland Trail Blazers,225.0,MAYBE,78,78,238.0,True,SKIPPED,Elite offense (avg ORtg: 117.4) | Fast pace (102.2) | Both teams neutral form
2025-11-03,Sacramento Kings @ Denver Nuggets,226.5,YES,84,84,254.0,True,WIN,Elite offense (avg ORtg: 118.7) | Fast pace (100.8) | Denver Nuggets hot (WARM)
2025-11-03,Detroit Pistons @ Memphis Grizzlies,216.5,NO,59,59,220.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.9) | Fast pace (101.6) | Detroit Pistons hot (HOT)
2025-11-03,Dallas Mavericks @ Houston Rockets,217.0,YES,85,85,212.0,False,LOSS,Strong offense (avg ORtg: 114.3) | Fast pace (100.0) | Both teams hot (HOT/HOT)
2025-11-03,Washington Wizards @ New York Knicks,214.0,NO,49,49,221.0,True,SKIPPED,Fast pace (101.9) | Washington Wizards hot (HOT) | Moderate buffer (14.9 pts above minimum)
2025-11-03,Minnesota Timberwolves @ Brooklyn Nets,214.0,NO,55,55,234.0,True,SKIPPED,Strong offense (avg ORtg: 115.5) | Above average pace (99.0) | Both teams neutral form
2025-11-03,Milwaukee Bucks @ Indiana Pacers,218.0,NO,64,64,232.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.6) | Fast pace (102.0) | Indiana Pacers hot (WARM)
2025-11-03,Utah Jazz @ Boston Celtics,211.0,NO,63,63,208.0,False,SKIPPED,Strong offense (avg ORtg: 114.7) | Average pace (97.8) | Both teams hot (HOT/HOT)
2025-11-03,Washington Wizards @ New York Knicks,214.0,NO,49,49,221.0,True,SKIPPED,Fast pace (101.9) | Washington Wizards hot (HOT) | Moderate buffer (14.9 pts above minimum)
2025-11-03,Dallas Mavericks @ Houston Rockets,217.0,YES,85,85,212.0,False,LOSS,Strong offense (avg ORtg: 114.3) | Fast pace (100.0) | Both teams hot (HOT/HOT)
2025-11-03,Detroit Pistons @ Memphis Grizzlies,216.5,NO,59,59,220.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.9) | Fast pace (101.6) | Detroit Pistons hot (HOT)
2025-11-03,Sacramento Kings @ Denver Nuggets,226.5,YES,84,84,254.0,True,WIN,Elite offense (avg ORtg: 118.7) | Fast pace (100.8) | Denver Nuggets hot (WARM)
2025-11-03,Los Angeles Lakers @ Portland Trail Blazers,225.0,MAYBE,78,78,238.0,True,SKIPPED,Elite offense (avg ORtg: 117.4) | Fast pace (102.2) | Both teams neutral form
2025-11-03,Miami Heat @ Los Angeles Clippers,220.5,MAYBE,70,70,239.0,True,SKIPPED,Elite offense (avg ORtg: 116.4) | Fast pace (101.2) | Good buffer (15.1 pts above minimum)
2025-11-03,Utah Jazz @ Boston Celtics,211.0,NO,63,63,208.0,False,SKIPPED,Strong offense (avg ORtg: 114.7) | Average pace (97.8) | Both teams hot (HOT/HOT)
2025-11-03,Milwaukee Bucks @ Indiana Pacers,218.0,NO,64,64,232.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.6) | Fast pace (102.0) | Indiana Pacers hot (WARM)
2025-11-03,Minnesota Timberwolves @ Brooklyn Nets,214.0,NO,55,55,234.0,True,SKIPPED,Strong offense (avg ORtg: 115.5) | Above average pace (99.0) | Both teams neutral form
2025-10-27,Atlanta Hawks @ Chicago Bulls,222.0,YES,87,87,251.0,True,WIN,Elite offense (avg ORtg: 116.3) | Fast pace (101.9) | Atlanta Hawks hot (WARM)
2025-10-27,Brooklyn Nets @ Houston Rockets,221.5,NO,65,65,246.0,True,SKIPPED,Elite offense (avg ORtg: 118.8) | Average pace (97.8) | Houston Rockets hot (HOT)
2025-10-27,Boston Celtics @ New Orleans Pelicans,204.5,NO,42,42,212.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.2) | Average pace (97.0) | Boston Celtics hot (HOT)
2025-10-27,Portland Trail Blazers @ Los Angeles Lakers,225.0,MAYBE,73,73,230.0,True,SKIPPED,Elite offense (avg ORtg: 117.4) | Fast pace (102.2) | Both teams neutral form
2025-10-27,Cleveland Cavaliers @ Detroit Pistons,215.0,NO,57,57,211.0,False,SKIPPED,Above-avg offense (avg ORtg: 113.4) | Fast pace (101.5) | Detroit Pistons hot (HOT)
2025-10-27,Memphis Grizzlies @ Golden State Warriors,218.0,NO,65,65,249.0,True,SKIPPED,Strong offense (avg ORtg: 114.6) | Fast pace (101.1) | Good buffer (15.1 pts above minimum)
2025-10-27,Denver Nuggets @ Minnesota Timberwolves,227.0,NO,69,69,241.0,True,SKIPPED,Elite offense (avg ORtg: 120.3) | Above average pace (99.6) | Denver Nuggets hot (WARM)
2025-10-27,Phoenix Suns @ Utah Jazz,217.5,NO,67,67,272.0,True,SKIPPED,Strong offense (avg ORtg: 114.8) | Above average pace (99.9) | Utah Jazz hot (HOT)
2025-10-27,Toronto Raptors @ San Antonio Spurs,223.5,MAYBE,77,77,224.0,True,SKIPPED,Elite offense (avg ORtg: 118.2) | Fast pace (100.1) | Toronto Raptors hot (HOT)
2025-10-27,Oklahoma City Thunder @ Dallas Mavericks,215.0,NO,49,49,195.0,False,SKIPPED,Fast pace (100.5) | Dallas Mavericks hot (HOT) | Moderate buffer (14.9 pts above minimum)
2025-10-27,Orlando Magic @ Philadelphia 76ers,225.0,YES,80,80,260.0,True,WIN,Elite offense (avg ORtg: 117.2) | Fast pace (101.6) | Both teams neutral form
2025-10-27,Oklahoma City Thunder @ Dallas Mavericks,215.0,NO,49,49,195.0,False,SKIPPED,Fast pace (100.5) | Dallas Mavericks hot (HOT) | Moderate buffer (14.9 pts above minimum)
2025-10-27,Denver Nuggets @ Minnesota Timberwolves,227.0,NO,69,69,241.0,True,SKIPPED,Elite offense (avg ORtg: 120.3) | Above average pace (99.6) | Denver Nuggets hot (WARM)
2025-10-27,Phoenix Suns @ Utah Jazz,217.5,NO,67,67,272.0,True,SKIPPED,Strong offense (avg ORtg: 114.8) | Above average pace (99.9) | Utah Jazz hot (HOT)
2025-10-27,Toronto Raptors @ San Antonio Spurs,223.5,MAYBE,77,77,224.0,True,SKIPPED,Elite offense (avg ORtg: 118.2) | Fast pace (100.1) | Toronto Raptors hot (HOT)
2025-10-27,Boston Celtics @ New Orleans Pelicans,204.5,NO,42,42,212.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.2) | Average pace (97.0) | Boston Celtics hot (HOT)
2025-10-27,Brooklyn Nets @ Houston Rockets,221.5,NO,65,65,246.0,True,SKIPPED,Elite offense (avg ORtg: 118.8) | Average pace (97.8) | Houston Rockets hot (HOT)
2025-10-27,Atlanta Hawks @ Chicago Bulls,222.0,YES,87,87,251.0,True,WIN,Elite offense (avg ORtg: 116.3) | Fast pace (101.9) | Atlanta Hawks hot (WARM)
2025-10-27,Orlando Magic @ Philadelphia 76ers,225.0,YES,80,80,260.0,True,WIN,Elite offense (avg ORtg: 117.2) | Fast pace (101.6) | Both teams neutral form
2025-10-27,Cleveland Cavaliers @ Detroit Pistons,215.0,NO,57,57,211.0,False,SKIPPED,Above-avg offense (avg ORtg: 113.4) | Fast pace (101.5) | Detroit Pistons hot (HOT)
2025-10-27,Memphis Grizzlies @ Golden State Warriors,218.0,NO,65,65,249.0,True,SKIPPED,Strong offense (avg ORtg: 114.6) | Fast pace (101.1) | Good buffer (15.1 pts above minimum)
2025-10-27,Portland Trail Blazers @ Los Angeles Lakers,225.0,MAYBE,73,73,230.0,True,SKIPPED,Elite offense (avg ORtg: 117.4) | Fast pace (102.2) | Both teams neutral form
2025-11-01,Sacramento Kings @ Milwaukee Bucks,221.0,MAYBE,75,75,268.0,True,SKIPPED,Elite offense (avg ORtg: 116.1) | Fast pace (101.8) | Good buffer (15.2 pts above minimum)
2025-11-01,Sacramento Kings @ Milwaukee Bucks,221.0,MAYBE,75,75,268.0,True,SKIPPED,Elite offense (avg ORtg: 116.1) | Fast pace (101.8) | Good buffer (15.2 pts above minimum)
2025-11-01,Minnesota Timberwolves @ Charlotte Hornets,222.5,YES,80,80,227.0,True,WIN,Elite offense (avg ORtg: 118.6) | Fast pace (100.0) | Both teams neutral form
2025-11-01,Golden State Warriors @ Indiana Pacers,215.5,NO,52,52,223.0,True,SKIPPED,Fast pace (101.0) | Indiana Pacers hot (WARM) | Good buffer (15.0 pts above minimum)
2025-11-01,Orlando Magic @ Washington Wizards,214.0,NO,54,54,219.0,True,SKIPPED,Fast pace (103.7) | Washington Wizards hot (HOT) | Moderate buffer (14.9 pts above minimum)
2025-11-01,Houston Rockets @ Boston Celtics,220.5,MAYBE,70,70,229.0,True,SKIPPED,Elite offense (avg ORtg: 119.5) | Average pace (96.7) | Both teams hot (HOT/HOT)
2025-11-01,Dallas Mavericks @ Detroit Pistons,208.0,NO,65,65,232.0,True,SKIPPED,Fast pace (102.1) | Both teams hot (HOT/HOT) | Good buffer (15.2 pts above minimum)
2025-11-01,Dallas Mavericks @ Detroit Pistons,208.0,NO,65,65,232.0,True,SKIPPED,Fast pace (102.1) | Both teams hot (HOT/HOT) | Good buffer (15.2 pts above minimum)
2025-11-01,Orlando Magic @ Washington Wizards,214.0,NO,54,54,219.0,True,SKIPPED,Fast pace (103.7) | Washington Wizards hot (HOT) | Moderate buffer (14.9 pts above minimum)
2025-11-01,Golden State Warriors @ Indiana Pacers,215.5,NO,52,52,223.0,True,SKIPPED,Fast pace (101.0) | Indiana Pacers hot (WARM) | Good buffer (15.0 pts above minimum)
2025-11-01,Minnesota Timberwolves @ Charlotte Hornets,222.5,YES,80,80,227.0,True,WIN,Elite offense (avg ORtg: 118.6) | Fast pace (100.0) | Both teams neutral form
2025-11-01,Houston Rockets @ Boston Celtics,220.5,MAYBE,70,70,229.0,True,SKIPPED,Elite offense (avg ORtg: 119.5) | Average pace (96.7) | Both teams hot (HOT/HOT)
2025-10-25,Charlotte Hornets @ Philadelphia 76ers,229.0,YES,83,83,246.0,True,WIN,Elite offense (avg ORtg: 120.2) | Fast pace (100.8) | Both teams neutral form
2025-10-25,Indiana Pacers @ Memphis Grizzlies,213.5,NO,49,49,231.0,True,SKIPPED,Fast pace (102.1) | Indiana Pacers hot (WARM) | Moderate buffer (14.9 pts above minimum)
2025-10-25,Phoenix Suns @ Denver Nuggets,227.0,MAYBE,79,79,244.0,True,SKIPPED,Elite offense (avg ORtg: 118.7) | Fast pace (100.3) | Denver Nuggets hot (WARM)
2025-10-25,Chicago Bulls @ Orlando Magic,221.5,NO,68,68,208.0,False,SKIPPED,Strong offense (avg ORtg: 115.9) | Fast pace (102.1) | Both teams neutral form
2025-10-25,Phoenix Suns @ Denver Nuggets,227.0,MAYBE,79,79,244.0,True,SKIPPED,Elite offense (avg ORtg: 118.7) | Fast pace (100.3) | Denver Nuggets hot (WARM)
2025-10-25,Charlotte Hornets @ Philadelphia 76ers,229.0,YES,83,83,246.0,True,WIN,Elite offense (avg ORtg: 120.2) | Fast pace (100.8) | Both teams neutral form
2025-10-25,Chicago Bulls @ Orlando Magic,221.5,NO,68,68,208.0,False,SKIPPED,Strong offense (avg ORtg: 115.9) | Fast pace (102.1) | Both teams neutral form
2025-10-25,Oklahoma City Thunder @ Atlanta Hawks,224.0,MAYBE,72,72,217.0,False,SKIPPED,Elite offense (avg ORtg: 116.7) | Above average pace (100.0) | Atlanta Hawks hot (WARM)
2025-10-25,Oklahoma City Thunder @ Atlanta Hawks,224.0,MAYBE,72,72,217.0,False,SKIPPED,Elite offense (avg ORtg: 116.7) | Above average pace (100.0) | Atlanta Hawks hot (WARM)
2025-10-25,Indiana Pacers @ Memphis Grizzlies,213.5,NO,49,49,231.0,True,SKIPPED,Fast pace (102.1) | Indiana Pacers hot (WARM) | Moderate buffer (14.9 pts above minimum)
2025-11-02,San Antonio Spurs @ Phoenix Suns,220.0,MAYBE,73,73,248.0,True,SKIPPED,Elite offense (avg ORtg: 116.5) | Above average pace (99.4) | Both teams neutral form
